ticker,tte_bucket,p_raw,p_cal,market_p_yes,market_p_no,y_true
KXBTC15M-26JAN191300-00,280,0.840917,0.930808,0.9,0.12,1
KXBTC15M-26JAN191300-00,300,0.815049,0.907041,0.81,0.2,1
KXBTC15M-26JAN191300-00,320,0.782529,0.904802,0.83,0.18,1
KXBTC15M-26JAN191300-00,340,0.809965,0.916943,0.84,0.17,1
KXBTC15M-26JAN191300-00,360,0.845747,0.917209,0.84,0.17,1
KXBTC15M-26JAN191300-00,380,0.835664,0.925614,0.85,0.16,1
KXBTC15M-26JAN191300-00,400,0.788737,0.889171,0.78,0.23,1
KXBTC15M-26JAN191300-00,420,0.793987,0.878604,0.76,0.26,1
KXBTC15M-26JAN191300-00,440,0.798571,0.891494,0.76,0.25,1
KXBTC15M-26JAN191300-00,460,0.798571,0.879133,0.8,0.21,1
KXBTC15M-26JAN191300-00,480,0.750598,0.815579,0.77,0.24,1
KXBTC15M-26JAN191300-00,500,0.76087,0.83516,0.78,0.24,1
KXBTC15M-26JAN191300-00,520,0.572006,0.636665,0.65,0.36,1
KXBTC15M-26JAN191300-00,540,0.572025,0.601291,0.6,0.41,1
KXBTC15M-26JAN191300-00,560,0.581418,0.606649,0.6,0.42,1
KXBTC15M-26JAN191300-00,580,0.557105,0.587072,0.58,0.44,1
KXBTC15M-26JAN191300-00,600,0.602621,0.621985,0.61,0.41,1
KXBTC15M-26JAN191300-00,620,0.593644,0.61373,0.59,0.44,1
KXBTC15M-26JAN191300-00,640,0.657039,0.679207,0.57,0.44,1
KXBTC15M-26JAN191300-00,660,0.657039,0.668575,0.63,0.38,1
KXBTC15M-26JAN191300-00,680,0.585613,0.594787,0.6,0.44,1
KXBTC15M-26JAN191300-00,700,0.614733,0.600553,0.57,0.44,1
KXBTC15M-26JAN191300-00,720,0.573835,0.582632,0.53,0.48,1
KXBTC15M-26JAN191315-15,80,0.000579,0.013267,0.01,0.99,0
KXBTC15M-26JAN191315-15,100,0.000579,0.027187,0.01,0.99,0
KXBTC15M-26JAN191315-15,120,0.000579,0.015149,0.03,0.98,0
KXBTC15M-26JAN191315-15,140,0.006807,0.00426,0.05,0.95,0
KXBTC15M-26JAN191315-15,160,0.017675,0.033393,0.05,0.98,0
KXBTC15M-26JAN191315-15,180,0.035295,0.079476,0.08,0.94,0
KXBTC15M-26JAN191315-15,200,0.154214,0.212968,0.12,0.89,0
KXBTC15M-26JAN191315-15,220,0.08463,0.124461,0.11,0.91,0
KXBTC15M-26JAN191315-15,240,0.08463,0.130631,0.12,0.9,0
KXBTC15M-26JAN191315-15,260,0.114702,0.122254,0.14,0.88,0
KXBTC15M-26JAN191315-15,280,0.114702,0.122207,0.16,0.87,0
KXBTC15M-26JAN191315-15,300,0.145212,0.179407,0.19,0.83,0
